Time(dd/mm/yyyy),Time_min,Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa),flag
26/01/2024 2:24:18 AM,1438,769,20.2,42,1024.1,
26/01/2024 2:25:18 AM,1439,782,20.2,42,1024,
26/01/2024 2:26:18 AM,1440,777,20.2,42,1024.1,
26/01/2024 2:27:18 AM,1441,779,20.2,42,1024,
26/01/2024 2:28:18 AM,1442,774,20.2,42,1024.1,
26/01/2024 2:29:18 AM,1443,771,20.2,42,1024.2,
26/01/2024 2:30:18 AM,1444,775,20.2,42,1024.2,
26/01/2024 2:31:18 AM,1445,761,20.2,42,1024.2,
26/01/2024 2:32:18 AM,1446,760,20.2,42,1024.1,
26/01/2024 2:33:18 AM,1447,764,20.2,42,1024,
26/01/2024 2:34:18 AM,1448,758,20.2,42,1024,
26/01/2024 2:35:18 AM,1449,757,20.2,42,1024,
26/01/2024 2:36:18 AM,1450,762,20.2,42,1024,
26/01/2024 2:37:18 AM,1451,747,20.2,42,1023.9,
26/01/2024 2:38:18 AM,1452,754,20.2,42,1024,
26/01/2024 2:39:18 AM,1453,749,20.1,42,1024,
26/01/2024 2:40:18 AM,1454,749,20.2,42,1023.9,
26/01/2024 2:41:18 AM,1455,753,20.1,42,1023.9,
26/01/2024 2:42:18 AM,1456,741,20.1,42,1023.8,
26/01/2024 2:43:18 AM,1457,739,20.1,42,1023.7,
26/01/2024 2:44:18 AM,1458,741,20.1,42,1023.7,
26/01/2024 2:45:18 AM,1459,748,20.1,42,1023.7,
26/01/2024 2:46:18 AM,1460,734,20.1,42,1023.7,
26/01/2024 2:47:18 AM,1461,739,20.1,42,1023.7,
26/01/2024 2:48:18 AM,1462,747,20.1,42,1023.6,
26/01/2024 2:49:18 AM,1463,724,20.1,42,1023.5,
26/01/2024 2:50:18 AM,1464,738,20,42,1023.5,
26/01/2024 2:51:18 AM,1465,733,20,42,1023.4,
26/01/2024 2:52:18 AM,1466,736,20,42,1023.4,
26/01/2024 2:53:18 AM,1467,722,20,42,1023.4,
26/01/2024 2:54:18 AM,1468,722,20,42,1023.4,
26/01/2024 2:55:18 AM,1469,728,20,42,1023.4,
26/01/2024 2:56:18 AM,1470,733,20,42,1023.4,
26/01/2024 2:57:18 AM,1471,729,20,42,1023.3,
26/01/2024 2:58:18 AM,1472,731,20,42,1023.4,
26/01/2024 2:59:18 AM,1473,713,20,42,1023.4,
26/01/2024 3:00:18 AM,1474,718,19.9,42,1023.4,
26/01/2024 3:01:18 AM,1475,723,19.9,42,1023.4,
26/01/2024 3:02:18 AM,1476,728,19.9,42,1023.4,
26/01/2024 3:03:18 AM,1477,731,19.9,42,1023.4,
26/01/2024 3:04:18 AM,1478,714,19.9,42,1023.5,
26/01/2024 3:05:18 AM,1479,713,19.9,42,1023.5,
26/01/2024 3:06:18 AM,1480,710,19.9,42,1023.5,
26/01/2024 3:07:18 AM,1481,714,19.9,42,1023.4,
26/01/2024 3:08:18 AM,1482,721,19.8,42,1023.4,
26/01/2024 3:09:18 AM,1483,709,19.9,42,1023.4,
26/01/2024 3:10:18 AM,1484,698,19.8,42,1023.4,
26/01/2024 3:11:18 AM,1485,702,19.8,42,1023.4,
26/01/2024 3:12:18 AM,1486,711,19.9,42,1023.4,
26/01/2024 3:13:18 AM,1487,704,19.9,42,1023.4,
26/01/2024 3:14:18 AM,1488,714,19.8,42,1023.3,
26/01/2024 3:15:18 AM,1489,699,19.8,42,1023.3,
26/01/2024 3:16:18 AM,1490,698,19.8,42,1023.2,
26/01/2024 3:17:18 AM,1491,700,19.8,42,1023.3,
26/01/2024 3:18:18 AM,1492,705,19.8,42,1023.3,
26/01/2024 3:19:18 AM,1493,694,19.8,42,1023.1,
26/01/2024 3:20:18 AM,1494,703,19.8,42,1023.1,
26/01/2024 3:21:18 AM,1495,695,19.8,42,1023,
26/01/2024 3:22:18 AM,1496,704,19.8,42,1022.9,
26/01/2024 3:23:18 AM,1497,700,19.8,42,1022.8,
26/01/2024 3:24:18 AM,1498,706,19.8,42,1022.8,
26/01/2024 3:25:18 AM,1499,695,19.8,42,1022.8,
26/01/2024 3:26:18 AM,1500,695,19.8,42,1022.8,
26/01/2024 3:27:18 AM,1501,679,19.7,42,1022.7,
26/01/2024 3:28:18 AM,1502,685,19.8,42,1022.8,
26/01/2024 3:29:18 AM,1503,685,19.7,42,1022.9,
26/01/2024 3:30:18 AM,1504,700,19.7,42,1022.8,
26/01/2024 3:31:18 AM,1505,677,19.7,42,1022.8,
26/01/2024 3:32:18 AM,1506,694,19.7,42,1022.8,
26/01/2024 3:33:18 AM,1507,689,19.7,42,1022.7,
26/01/2024 3:34:18 AM,1508,682,19.7,42,1022.7,
26/01/2024 3:35:18 AM,1509,691,19.7,42,1022.7,
26/01/2024 3:36:18 AM,1510,680,19.7,42,1022.6,
26/01/2024 3:37:18 AM,1511,674,19.7,42,1022.6,
26/01/2024 3:38:18 AM,1512,674,19.7,42,1022.6,
26/01/2024 3:39:18 AM,1513,682,19.7,42,1022.6,
26/01/2024 3:40:18 AM,1514,676,19.6,42,1022.5,
26/01/2024 3:41:18 AM,1515,680,19.7,42,1022.4,
26/01/2024 3:42:18 AM,1516,677,19.6,42,1022.4,
26/01/2024 3:43:18 AM,1517,688,19.6,42,1022.4,
26/01/2024 3:44:18 AM,1518,669,19.6,42,1022.4,
26/01/2024 3:45:18 AM,1519,668,19.6,42,1022.3,
26/01/2024 3:46:18 AM,1520,669,19.6,42,1022.4,
26/01/2024 3:47:18 AM,1521,670,19.6,42,1022.3,
26/01/2024 3:48:18 AM,1522,674,19.6,42,1022.3,
26/01/2024 3:49:18 AM,1523,687,19.6,42,1022.4,
26/01/2024 3:50:18 AM,1524,672,19.6,42,1022.4,
26/01/2024 3:51:18 AM,1525,664,19.6,42,1022.4,
26/01/2024 3:52:18 AM,1526,664,19.5,42,1022.3,
26/01/2024 3:53:18 AM,1527,677,19.6,42,1022.4,
26/01/2024 3:54:18 AM,1528,665,19.5,42,1022.3,
26/01/2024 3:55:18 AM,1529,663,19.5,42,1022.2,
26/01/2024 3:56:18 AM,1530,667,19.5,42,1022.2,
26/01/2024 3:57:18 AM,1531,667,19.5,42,1022.2,
26/01/2024 3:58:18 AM,1532,656,19.5,42,1022.2,
26/01/2024 3:59:18 AM,1533,661,19.5,42,1022.1,
26/01/2024 4:00:18 AM,1534,653,19.5,42,1022.1,
26/01/2024 4:01:18 AM,1535,661,19.5,42,1022.1,
26/01/2024 4:02:18 AM,1536,649,19.5,42,1022.1,
26/01/2024 4:03:18 AM,1537,659,19.5,42,1022.2,
26/01/2024 4:04:18 AM,1538,648,19.4,42,1022.1,
26/01/2024 4:05:18 AM,1539,652,19.4,42,1022.1,
26/01/2024 4:06:18 AM,1540,659,19.5,42,1022.1,
26/01/2024 4:07:18 AM,1541,658,19.4,42,1022.1,
26/01/2024 4:08:18 AM,1542,651,19.4,42,1022,
26/01/2024 4:09:18 AM,1543,652,19.4,42,1022.1,
26/01/2024 4:10:18 AM,1544,652,19.4,42,1022.1,
26/01/2024 4:11:18 AM,1545,659,19.4,42,1022.1,
26/01/2024 4:12:18 AM,1546,651,19.4,42,1022,
26/01/2024 4:13:18 AM,1547,647,19.4,42,1022,
26/01/2024 4:14:18 AM,1548,636,19.4,41,1022,
26/01/2024 4:15:18 AM,1549,646,19.4,41,1022.1,
26/01/2024 4:16:18 AM,1550,652,19.4,41,1022.1,
26/01/2024 4:17:18 AM,1551,649,19.4,41,1022.2,
26/01/2024 4:18:18 AM,1552,652,19.4,42,1022.2,
26/01/2024 4:19:18 AM,1553,652,19.4,42,1022.2,
26/01/2024 4:20:18 AM,1554,645,19.4,41,1022.2,
26/01/2024 4:21:18 AM,1555,638,19.4,42,1022.1,
26/01/2024 4:22:18 AM,1556,649,19.4,41,1022.1,
26/01/2024 4:23:18 AM,1557,624,19.3,41,1022.1,
26/01/2024 4:24:18 AM,1558,632,19.4,41,1022,
26/01/2024 4:25:18 AM,1559,638,19.3,41,1022.1,
26/01/2024 4:26:18 AM,1560,652,19.3,41,1022,
26/01/2024 4:27:18 AM,1561,645,19.3,41,1022,
26/01/2024 4:28:18 AM,1562,643,19.3,41,1021.9,
26/01/2024 4:29:18 AM,1563,635,19.3,41,1021.9,
26/01/2024 4:30:18 AM,1564,643,19.3,41,1021.9,
26/01/2024 4:31:18 AM,1565,640,19.3,41,1022,
26/01/2024 4:32:18 AM,1566,647,19.3,41,1022.1,
26/01/2024 4:33:18 AM,1567,644,19.3,41,1022,
26/01/2024 4:34:18 AM,1568,637,19.3,41,1022,
26/01/2024 4:35:18 AM,1569,633,19.2,41,1022.1,
26/01/2024 4:36:18 AM,1570,644,19.3,41,1022.1,
26/01/2024 4:37:18 AM,1571,648,19.2,41,1022,
26/01/2024 4:38:18 AM,1572,636,19.2,41,1022,
26/01/2024 4:39:18 AM,1573,637,19.2,41,1021.9,
26/01/2024 4:40:18 AM,1574,629,19.2,41,1021.9,
26/01/2024 4:41:18 AM,1575,632,19.2,41,1021.9,
26/01/2024 4:42:18 AM,1576,631,19.2,41,1021.9,
26/01/2024 4:43:18 AM,1577,628,19.2,41,1021.9,
26/01/2024 4:44:18 AM,1578,634,19.2,41,1022,
26/01/2024 4:45:18 AM,1579,627,19.2,41,1022,
26/01/2024 4:46:18 AM,1580,638,19.2,41,1022.1,
26/01/2024 4:47:18 AM,1581,631,19.2,41,1022.1,
26/01/2024 4:48:18 AM,1582,632,19.1,41,1022.2,
26/01/2024 4:49:18 AM,1583,634,19.2,41,1022.1,
26/01/2024 4:50:18 AM,1584,617,19.1,41,1022,
26/01/2024 4:51:18 AM,1585,631,19.1,41,1021.8,
26/01/2024 4:52:18 AM,1586,628,19.1,41,1021.8,
26/01/2024 4:53:18 AM,1587,632,19.1,41,1021.7,
26/01/2024 4:54:18 AM,1588,633,19.1,41,1021.7,
26/01/2024 4:55:18 AM,1589,617,19.1,41,1021.7,
26/01/2024 4:56:18 AM,1590,622,19.1,41,1021.7,
26/01/2024 4:57:18 AM,1591,628,19.1,41,1021.7,
26/01/2024 4:58:18 AM,1592,622,19.1,41,1021.7,
26/01/2024 4:59:18 AM,1593,623,19.1,41,1021.6,
26/01/2024 5:00:18 AM,1594,630,19.1,41,1021.6,
26/01/2024 5:01:18 AM,1595,633,19.1,41,1021.7,
26/01/2024 5:02:18 AM,1596,619,19.1,41,1021.6,
26/01/2024 5:03:18 AM,1597,631,19.1,41,1021.7,
26/01/2024 5:04:18 AM,1598,619,19.1,41,1021.7,
26/01/2024 5:05:18 AM,1599,626,19,41,1021.8,
26/01/2024 5:06:18 AM,1600,636,19.1,41,1021.8,
26/01/2024 5:07:18 AM,1601,635,19,41,1021.9,
26/01/2024 5:08:18 AM,1602,632,19,41,1021.9,
26/01/2024 5:09:18 AM,1603,621,19,41,1021.9,
26/01/2024 5:10:18 AM,1604,627,19,41,1021.8,
26/01/2024 5:11:18 AM,1605,623,19.1,41,1021.7,
26/01/2024 5:12:18 AM,1606,617,19,41,1021.7,
26/01/2024 5:13:18 AM,1607,633,19,41,1021.6,
26/01/2024 5:14:18 AM,1608,619,19,41,1021.6,
26/01/2024 5:15:18 AM,1609,623,19,41,1021.8,
26/01/2024 5:16:18 AM,1610,623,19,41,1021.7,
26/01/2024 5:17:18 AM,1611,627,19,41,1021.7,
26/01/2024 5:18:18 AM,1612,616,18.9,41,1021.8,
26/01/2024 5:19:18 AM,1613,625,18.9,41,1021.8,
26/01/2024 5:20:18 AM,1614,624,18.9,41,1021.9,
26/01/2024 5:21:18 AM,1615,628,18.9,41,1021.9,
26/01/2024 5:22:18 AM,1616,625,18.9,41,1022,
26/01/2024 5:23:18 AM,1617,621,18.9,41,1022,
26/01/2024 5:24:18 AM,1618,613,18.9,41,1022.1,
26/01/2024 5:25:18 AM,1619,621,18.9,41,1021.9,
26/01/2024 5:26:18 AM,1620,605,18.9,41,1021.9,
26/01/2024 5:27:18 AM,1621,620,18.9,41,1021.9,
26/01/2024 5:28:18 AM,1622,616,18.9,41,1021.8,
26/01/2024 5:29:18 AM,1623,617,18.9,41,1021.8,
26/01/2024 5:30:18 AM,1624,619,18.9,41,1021.7,
26/01/2024 5:31:18 AM,1625,617,18.9,41,1021.6,
26/01/2024 5:32:18 AM,1626,615,18.9,41,1021.7,
26/01/2024 5:33:18 AM,1627,618,18.9,41,1021.7,
26/01/2024 5:34:18 AM,1628,608,18.9,41,1021.8,
26/01/2024 5:35:18 AM,1629,610,18.9,41,1021.7,
26/01/2024 5:36:18 AM,1630,604,18.9,41,1021.7,
26/01/2024 5:37:18 AM,1631,625,18.9,41,1021.8,
26/01/2024 5:38:18 AM,1632,605,18.9,41,1021.9,
26/01/2024 5:39:18 AM,1633,615,18.8,41,1021.8,
26/01/2024 5:40:18 AM,1634,605,18.8,41,1021.8,
26/01/2024 5:41:18 AM,1635,625,18.8,41,1021.9,
26/01/2024 5:42:18 AM,1636,614,18.8,41,1021.8,
26/01/2024 5:43:18 AM,1637,612,18.8,41,1021.7,
26/01/2024 5:44:18 AM,1638,615,18.8,41,1021.6,
26/01/2024 5:45:18 AM,1639,620,18.8,41,1021.5,
26/01/2024 5:46:18 AM,1640,612,18.8,41,1021.4,
26/01/2024 5:47:18 AM,1641,618,18.8,41,1021.4,
26/01/2024 5:48:18 AM,1642,607,18.8,41,1021.2,
26/01/2024 5:49:18 AM,1643,608,18.8,41,1021.2,
26/01/2024 5:50:18 AM,1644,609,18.8,41,1021.2,
26/01/2024 5:51:18 AM,1645,615,18.8,41,1021.4,
26/01/2024 5:52:18 AM,1646,617,18.8,41,1021.4,
26/01/2024 5:53:18 AM,1647,601,18.8,41,1021.5,
26/01/2024 5:54:18 AM,1648,604,18.8,41,1021.5,
26/01/2024 5:55:18 AM,1649,622,18.8,41,1021.5,
26/01/2024 5:56:18 AM,1650,609,18.8,41,1021.6,
26/01/2024 5:57:18 AM,1651,623,18.8,41,1021.6,
26/01/2024 5:58:18 AM,1652,612,18.8,41,1021.6,
26/01/2024 5:59:18 AM,1653,615,18.8,41,1021.7,
26/01/2024 6:00:18 AM,1654,613,18.7,41,1021.8,
26/01/2024 6:01:18 AM,1655,612,18.8,41,1021.8,
26/01/2024 6:02:18 AM,1656,624,18.8,41,1021.7,
26/01/2024 6:03:18 AM,1657,609,18.7,41,1021.6,
26/01/2024 6:04:18 AM,1658,613,18.7,41,1021.5,
26/01/2024 6:05:18 AM,1659,614,18.7,41,1021.4,
26/01/2024 6:06:18 AM,1660,608,18.7,41,1021.3,
26/01/2024 6:07:18 AM,1661,604,18.7,41,1021.3,
26/01/2024 6:08:18 AM,1662,602,18.7,41,1021.3,
26/01/2024 6:09:18 AM,1663,612,18.7,41,1021.4,
26/01/2024 6:10:18 AM,1664,600,18.7,41,1021.4,
26/01/2024 6:11:18 AM,1665,605,18.7,41,1021.3,
26/01/2024 6:12:18 AM,1666,608,18.7,41,1021.5,
26/01/2024 6:13:18 AM,1667,598,18.7,41,1021.4,
26/01/2024 6:14:18 AM,1668,609,18.6,41,1021.4,
26/01/2024 6:15:18 AM,1669,611,18.7,41,1021.4,
26/01/2024 6:16:18 AM,1670,611,18.6,41,1021.3,
26/01/2024 6:17:18 AM,1671,625,18.6,41,1021.2,
26/01/2024 6:18:18 AM,1672,607,18.6,41,1021.2,
26/01/2024 6:19:18 AM,1673,626,18.6,41,1021.1,
26/01/2024 6:20:18 AM,1674,611,18.6,41,1021.2,
26/01/2024 6:21:18 AM,1675,620,18.6,41,1021.1,
26/01/2024 6:22:18 AM,1676,609,18.6,41,1021,
26/01/2024 6:23:18 AM,1677,610,18.6,41,1021,
26/01/2024 6:24:18 AM,1678,600,18.6,41,1021.1,
26/01/2024 6:25:18 AM,1679,615,18.6,41,1021.1,
26/01/2024 6:26:18 AM,1680,603,18.6,41,1021.1,
26/01/2024 6:27:18 AM,1681,616,18.6,41,1021.2,
26/01/2024 6:28:18 AM,1682,603,18.6,41,1021.1,
26/01/2024 6:29:18 AM,1683,623,18.6,41,1021.1,
26/01/2024 6:30:18 AM,1684,620,18.6,41,1021.2,
26/01/2024 6:31:18 AM,1685,613,18.5,41,1021.3,
26/01/2024 6:32:18 AM,1686,616,18.5,41,1021.2,
26/01/2024 6:33:18 AM,1687,608,18.5,41,1021.2,
26/01/2024 6:34:18 AM,1688,606,18.5,41,1021.3,
26/01/2024 6:35:18 AM,1689,615,18.5,41,1021.4,
26/01/2024 6:36:18 AM,1690,614,18.5,41,1021.5,
26/01/2024 6:37:18 AM,1691,605,18.5,41,1021.6,
26/01/2024 6:38:18 AM,1692,601,18.5,41,1021.6,
26/01/2024 6:39:18 AM,1693,610,18.5,41,1021.7,
26/01/2024 6:40:18 AM,1694,616,18.5,41,1021.7,
26/01/2024 6:41:18 AM,1695,610,18.4,41,1021.7,
26/01/2024 6:42:18 AM,1696,611,18.5,41,1021.7,
26/01/2024 6:43:18 AM,1697,620,18.5,41,1021.6,
26/01/2024 6:44:18 AM,1698,623,18.4,41,1021.5,
26/01/2024 6:45:18 AM,1699,624,18.4,41,1021.4,
26/01/2024 6:46:18 AM,1700,622,18.5,41,1021.5,
26/01/2024 6:47:18 AM,1701,608,18.5,41,1021.4,
26/01/2024 6:48:18 AM,1702,607,18.5,41,1021.4,
26/01/2024 6:49:18 AM,1703,616,18.4,41,1021.4,
26/01/2024 6:50:18 AM,1704,605,18.4,41,1021.3,
26/01/2024 6:51:18 AM,1705,613,18.4,41,1021.4,
26/01/2024 6:52:18 AM,1706,621,18.4,41,1021.3,
26/01/2024 6:53:18 AM,1707,610,18.4,41,1021.3,
26/01/2024 6:54:18 AM,1708,605,18.4,41,1021.1,
26/01/2024 6:55:18 AM,1709,612,18.4,41,1021.1,
26/01/2024 6:56:18 AM,1710,616,18.4,41,1021.1,
26/01/2024 6:57:18 AM,1711,604,18.4,41,1021,
26/01/2024 6:58:18 AM,1712,625,18.4,41,1021.1,
26/01/2024 6:59:18 AM,1713,612,18.4,41,1021,
26/01/2024 7:00:18 AM,1714,602,18.4,41,1021,
26/01/2024 7:01:18 AM,1715,594,18.4,41,1021,
26/01/2024 7:02:18 AM,1716,600,18.4,41,1021,
26/01/2024 7:03:18 AM,1717,616,18.4,41,1021,
26/01/2024 7:04:18 AM,1718,602,18.4,41,1021,
26/01/2024 7:05:18 AM,1719,618,18.4,41,1021,
26/01/2024 7:06:18 AM,1720,614,18.4,41,1021,
26/01/2024 7:07:18 AM,1721,612,18.4,41,1021,
26/01/2024 7:08:18 AM,1722,618,18.4,41,1021.1,
26/01/2024 7:09:18 AM,1723,607,18.4,41,1021,
26/01/2024 7:10:18 AM,1724,596,18.4,41,1021.2,
26/01/2024 7:11:18 AM,1725,620,18.4,41,1021.2,
26/01/2024 7:12:18 AM,1726,609,18.3,41,1021.2,
26/01/2024 7:13:18 AM,1727,611,18.3,41,1021.3,
26/01/2024 7:14:18 AM,1728,606,18.3,41,1021.4,
26/01/2024 7:15:18 AM,1729,615,18.3,41,1021.5,
26/01/2024 7:16:18 AM,1730,604,18.3,41,1021.4,
26/01/2024 7:17:18 AM,1731,613,18.3,41,1021.5,
26/01/2024 7:18:18 AM,1732,614,18.3,41,1021.4,
26/01/2024 7:19:18 AM,1733,612,18.3,41,1021.3,
26/01/2024 7:20:18 AM,1734,602,18.3,41,1021.3,
26/01/2024 7:21:18 AM,1735,608,18.3,41,1021.3,
26/01/2024 7:22:18 AM,1736,610,18.3,41,1021.4,
26/01/2024 7:23:18 AM,1737,623,18.3,41,1021.3,
26/01/2024 7:24:18 AM,1738,606,18.3,41,1021.4,
26/01/2024 7:25:18 AM,1739,611,18.3,41,1021.4,
26/01/2024 7:26:18 AM,1740,607,18.3,41,1021.3,
26/01/2024 7:27:18 AM,1741,616,18.2,41,1021.3,
26/01/2024 7:28:18 AM,1742,612,18.3,41,1021.2,
26/01/2024 7:29:18 AM,1743,612,18.3,41,1021.3,
26/01/2024 7:30:18 AM,1744,610,18.2,41,1021.3,
26/01/2024 7:31:18 AM,1745,612,18.2,41,1021.2,
26/01/2024 7:32:18 AM,1746,609,18.3,41,1021.2,
26/01/2024 7:33:18 AM,1747,618,18.2,41,1021.2,
26/01/2024 7:34:18 AM,1748,611,18.2,41,1021.1,
26/01/2024 7:35:18 AM,1749,611,18.2,41,1021.2,
26/01/2024 7:36:18 AM,1750,602,18.2,41,1021.2,
26/01/2024 7:37:18 AM,1751,620,18.2,41,1021.2,
26/01/2024 7:38:18 AM,1752,606,18.2,41,1021.1,
26/01/2024 7:39:18 AM,1753,615,18.2,41,1021.2,
26/01/2024 7:40:18 AM,1754,607,18.2,41,1021.2,
26/01/2024 7:41:18 AM,1755,611,18.2,41,1021.2,
26/01/2024 7:42:18 AM,1756,603,18.2,41,1021.2,
26/01/2024 7:43:18 AM,1757,611,18.2,41,1021.2,
26/01/2024 7:44:18 AM,1758,629,18.2,41,1021.2,
26/01/2024 7:45:18 AM,1759,629,18.2,41,1021.1,
26/01/2024 7:46:18 AM,1760,610,18.2,41,1021.2,
26/01/2024 7:47:18 AM,1761,615,18.2,41,1021.2,
26/01/2024 7:48:18 AM,1762,610,18.2,41,1021.2,
26/01/2024 7:49:18 AM,1763,616,18.2,41,1021.2,
26/01/2024 7:50:18 AM,1764,613,18.2,41,1021.2,
26/01/2024 7:51:18 AM,1765,613,18.2,41,1021.3,
26/01/2024 7:52:18 AM,1766,612,18.2,41,1021.3,
26/01/2024 7:53:18 AM,1767,614,18.2,41,1021.3,
26/01/2024 7:54:18 AM,1768,613,18.2,41,1021.3,
26/01/2024 7:55:18 AM,1769,628,18.1,41,1021.2,
26/01/2024 7:56:18 AM,1770,607,18.2,41,1021.2,
26/01/2024 7:57:18 AM,1771,619,18.1,41,1021.1,
26/01/2024 7:58:18 AM,1772,601,18.1,41,1021,
26/01/2024 7:59:18 AM,1773,616,18.1,41,1021,
26/01/2024 8:00:18 AM,1774,622,18.1,41,1021,
26/01/2024 8:01:18 AM,1775,617,18.1,41,1021.1,
26/01/2024 8:02:18 AM,1776,613,18.1,41,1021,
26/01/2024 8:03:18 AM,1777,623,18.1,41,1020.9,
26/01/2024 8:04:18 AM,1778,617,18.1,41,1020.6,
26/01/2024 8:05:18 AM,1779,629,18.1,41,1020.6,
26/01/2024 8:06:18 AM,1780,626,18.1,41,1020.6,
26/01/2024 8:07:18 AM,1781,622,18.1,41,1020.6,
26/01/2024 8:08:18 AM,1782,621,18.1,41,1020.7,
26/01/2024 8:09:18 AM,1783,613,18.1,41,1020.7,
26/01/2024 8:10:18 AM,1784,612,18.1,41,1020.7,
26/01/2024 8:11:18 AM,1785,630,18.1,41,1020.7,
26/01/2024 8:12:18 AM,1786,601,18.1,41,1020.6,
26/01/2024 8:13:18 AM,1787,627,18.1,41,1020.6,
26/01/2024 8:14:18 AM,1788,629,18.1,41,1020.6,
26/01/2024 8:15:18 AM,1789,633,18.2,41,1020.6,
26/01/2024 8:16:18 AM,1790,630,18.2,41,1020.4,
26/01/2024 8:17:18 AM,1791,628,18.3,41,1020.4,
26/01/2024 8:18:18 AM,1792,626,18.3,41,1020.4,
26/01/2024 8:19:18 AM,1793,620,18.4,41,1020.4,
26/01/2024 8:20:18 AM,1794,625,18.4,41,1020.5,
26/01/2024 8:21:18 AM,1795,618,18.5,41,1020.5,
26/01/2024 8:22:18 AM,1796,623,18.6,41,1020.4,
26/01/2024 8:23:18 AM,1797,626,18.6,41,1020.4,
26/01/2024 8:24:18 AM,1798,628,18.7,41,1020.4,
26/01/2024 8:25:18 AM,1799,624,18.7,41,1020.4,
26/01/2024 8:26:18 AM,1800,621,18.7,41,1020.4,
26/01/2024 8:27:18 AM,1801,639,18.7,41,1020.4,
26/01/2024 8:28:18 AM,1802,621,18.7,41,1020.4,
26/01/2024 8:29:18 AM,1803,623,18.8,41,1020.4,
26/01/2024 8:30:18 AM,1804,632,18.7,41,1020.4,
26/01/2024 8:31:18 AM,1805,616,18.7,41,1020.4,
26/01/2024 8:32:18 AM,1806,617,18.7,41,1020.3,
26/01/2024 8:33:18 AM,1807,631,18.7,41,1020.3,
26/01/2024 8:34:18 AM,1808,620,18.7,41,1020.3,
26/01/2024 8:35:18 AM,1809,622,18.7,41,1020.2,
26/01/2024 8:36:18 AM,1810,610,18.7,41,1020.1,
26/01/2024 8:37:18 AM,1811,616,18.7,41,1020.1,
26/01/2024 8:38:18 AM,1812,647,18.7,41,1020,
26/01/2024 8:39:18 AM,1813,631,18.7,41,1019.9,
26/01/2024 8:40:18 AM,1814,622,18.7,41,1019.9,
26/01/2024 8:41:18 AM,1815,636,18.7,41,1019.9,
26/01/2024 8:42:18 AM,1816,624,18.7,41,1019.9,
26/01/2024 8:43:18 AM,1817,632,18.6,41,1019.9,
26/01/2024 8:44:18 AM,1818,633,18.7,41,1019.9,
26/01/2024 8:45:18 AM,1819,625,18.6,41,1019.8,
26/01/2024 8:46:18 AM,1820,622,18.7,41,1019.7,
26/01/2024 8:47:18 AM,1821,628,18.6,41,1019.7,
26/01/2024 8:48:18 AM,1822,626,18.6,41,1019.8,
26/01/2024 8:49:18 AM,1823,620,18.6,41,1019.9,
26/01/2024 8:50:18 AM,1824,618,18.6,41,1019.9,
26/01/2024 8:51:18 AM,1825,622,18.6,41,1019.8,
26/01/2024 8:52:18 AM,1826,629,18.6,41,1019.8,
26/01/2024 8:53:18 AM,1827,630,18.6,41,1019.8,
26/01/2024 8:54:18 AM,1828,630,18.6,41,1019.8,
26/01/2024 8:55:18 AM,1829,637,18.6,41,1019.9,
26/01/2024 8:56:18 AM,1830,616,18.6,41,1019.8,
26/01/2024 8:57:18 AM,1831,637,18.6,41,1019.8,
26/01/2024 8:58:18 AM,1832,620,18.6,41,1019.7,
26/01/2024 8:59:18 AM,1833,629,18.6,41,1019.7,
26/01/2024 9:00:18 AM,1834,624,18.5,41,1019.7,
26/01/2024 9:01:18 AM,1835,623,18.6,41,1019.7,
26/01/2024 9:02:18 AM,1836,632,18.5,41,1019.7,
26/01/2024 9:03:18 AM,1837,616,18.6,41,1019.7,
26/01/2024 9:04:18 AM,1838,621,18.5,41,1019.7,
26/01/2024 9:05:18 AM,1839,612,18.5,41,1019.7,
26/01/2024 9:06:18 AM,1840,630,18.5,41,1019.8,
26/01/2024 9:07:18 AM,1841,633,18.5,41,1019.8,
26/01/2024 9:08:18 AM,1842,617,18.5,41,1019.7,
26/01/2024 9:09:18 AM,1843,616,18.5,41,1019.7,
26/01/2024 9:10:18 AM,1844,637,18.5,41,1019.7,
26/01/2024 9:11:18 AM,1845,609,18.5,41,1019.5,
26/01/2024 9:12:18 AM,1846,638,18.5,41,1019.4,
26/01/2024 9:13:18 AM,1847,634,18.5,41,1019.4,
26/01/2024 9:14:18 AM,1848,629,18.5,41,1019.4,
26/01/2024 9:15:18 AM,1849,627,18.4,41,1019.4,
26/01/2024 9:16:18 AM,1850,620,18.4,41,1019.4,
26/01/2024 9:17:18 AM,1851,633,18.5,41,1019.4,
26/01/2024 9:18:18 AM,1852,625,18.5,41,1019.4,
26/01/2024 9:19:18 AM,1853,626,18.4,41,1019.5,
26/01/2024 9:20:18 AM,1854,626,18.5,41,1019.4,
26/01/2024 9:21:18 AM,1855,639,18.5,41,1019.3,
26/01/2024 9:22:18 AM,1856,631,18.4,41,1019.2,
26/01/2024 9:23:18 AM,1857,630,18.4,41,1019.3,
26/01/2024 9:24:18 AM,1858,629,18.4,41,1019.3,
26/01/2024 9:25:18 AM,1859,629,18.4,41,1019.3,
26/01/2024 9:26:18 AM,1860,624,18.5,41,1019.3,
26/01/2024 9:27:18 AM,1861,629,18.4,41,1019.2,
26/01/2024 9:28:18 AM,1862,633,18.4,41,1019.2,
26/01/2024 9:29:18 AM,1863,618,18.4,41,1019.2,
